"Customer ID","Customer Name",TotalSales
EB-13930,"Eric Barreto",4722.999999999999
AT-10435,"Alyssa Tate",4687.256000000002
MF-17665,"Maureen Fritzler",4685.195000000002
EH-13990,"Erica Hackney",4681.620000000001
EM-13960,"Eric Murdock",4668.52
CH-12070,"Cathy Hwang",4611.707999999999
KC-16675,"Kimberly Carter",4584.200000000002
EH-14185,"Evan Henry",4550.93
JS-15685,"Jim Sink",4524.256000000001
SC-20575,"Sonia Cooley",4513.639999999999
JB-16000,"Joy Bell-",4508.8315999999995
SS-20875,"Sung Shariari",4416.100000000001
PA-19060,"Pete Armstrong",4376.448000000001
JO-15550,"Jesus Ocampo",4353.432000000001
JM-15655,"Jim Mitchum",4324.7350000000015
JC-16105,"Julie Creighton",4292.88
CS-12490,"Cindy Schnelling",4281.554000000001
MS-17980,"Michael Stewart",4275.579999999999
NL-18310,"Nancy Lomonaco",4254.27
CG-12040,"Catherine Glotzbach",4238.259999999998
VS-21820,"Vivek Sundaresam",4223.923999999998
AR-10345,"Alex Russell",4222.776000000001
CS-12175,"Charles Sheldon",4222.290000000003
PM-18940,"Paul MacIntyre",4216.205999999999
SH-20635,"Stefanie Holloman",4192.784
DH-13675,"Duane Huffman",4172.384
EM-14095,"Eudokia Martin",4164.1680000000015
CR-12820,"Cyra Reiten",4142.497200000001
DM-13525,"Don Miller",4130.376
TB-21355,"Todd Boyes",4110.6799999999985
BF-10975,"Barbara Fisher",4100.656000000003
RE-19450,"Richard Eichhorn",4075.760000000002
BM-11575,"Brendan Murry",4040.8100000000018
MG-17695,"Maureen Gnade",4026.8460000000014
SB-20170,"Sarah Bern",3970.2960000000003
HG-14845,"Harry Greene",3928.1399999999967
RD-19930,"Russell D'Ascenzo",3883.767999999999
BP-11050,"Barry Pond",3844.7200000000016
RP-19270,"Rachel Payne",3818.580800000001
CS-11845,"Cari Sayre",3801.582
LW-17125,"Liz Willingham",3777.12
ER-13855,"Elpida Rittenbach",3737.3640000000005
MO-17500,"Mary O'Rourke",3689.948
BB-10990,"Barry Blumstein",3677.6000000000013
HZ-14950,"Henia Zydlo",3546.0799999999995
JJ-15445,"Jennifer Jackson",3545.889999999999
CS-12130,"Chad Sievert",3538.5599999999995
VT-21700,"Valerie Takahito",3473.191999999998
VG-21790,"Vivek Gonzalez",3471.450000000001
TC-21535,"Tracy Collins",3462.589999999999
CG-12520,"Claire Gute",3446.3400000000006
AF-10885,"Art Foster",3446.2600000000016
AS-10240,"Alan Shonely",3445.439999999999
AG-10330,"Alex Grayson",3304.8600000000015
BK-11260,"Berenike Kampe",3295.6900000000005
TM-21490,"Tony Molinari",3284.0340000000006
VF-21715,"Vicky Freymann",3279.1360000000022
TB-21190,"Thomas Brumley",3264.6960000000013
AM-10360,"Alice McCarthy",3256.0479999999993
TR-21325,"Toby Ritter",3225.36
LO-17170,"Lori Olson",3221.7500000000014
MC-17635,"Matthew Clasen",3180.6160000000004
JH-15820,"John Huston",3173.4600000000005
MK-18160,"Mike Kennedy",3094.8059999999996
SW-20350,"Sean Wendt",3057.1319999999996
ST-20530,"Shui Tom",3033.379999999997
Dl-13600,"Dorris liebe",3022.4080000000013
VP-21730,"Victor Preis",2981.705999999999
IG-15085,"Ivan Gibson",2978.296
HM-14980,"Henry MacAllister",2945.1040000000003
RK-19300,"Ralph Kennedy",2896.000000000001
PK-18910,"Paul Knutson",2882.3040000000005
NK-18490,"Neil Knudson",2860.2400000000002
PB-19105,"Peter Bühler",2753.2959999999994
KB-16405,"Katrina Bavinger",2726.4629999999993
GH-14485,"Gene Hale",2722.4880000000007
JB-15925,"Joni Blumstein",2701.656
CS-11860,"Cari Schnelling",2688.1599999999976
AC-10420,"Alyssa Crouse",2674.6800000000003
AB-10015,"Aaron Bergman",2658.4680000000003
HE-14800,"Harold Engle",2650.596000000001
SK-19990,"Sally Knutson",2650.227
BD-11770,"Bryan Davis",2633.8639999999996
AC-10660,"Anna Chung",2629.2640000000015
AW-10840,"Anthony Witt",2597.504000000001
GR-14560,"Georgia Rosenberg",2568.76
MR-17545,"Mathew Reese",2556.7119999999995
BT-11440,"Bobby Trafton",2415.5040000000004
BF-11275,"Beth Fritzler",2375.9699999999993
JS-15940,"Joni Sundaresam",2345.845
DL-13330,"Denise Leinenbach",2340.08
JR-15670,"Jim Radford",2313.316
EC-14050,"Erin Creighton",2309.569999999999
LP-17080,"Liz Pelletier",2269.8179999999998
KM-16660,"Khloe Miller",2267.69
AH-10585,"Angele Hood",2215.512
CD-12280,"Christina DeMoss",2208.368
CL-11890,"Carl Ludwig",2196.8599999999997
VG-21805,"Vivek Grady",2136.8600000000006
PC-19000,"Pauline Chand",2122.976
DP-13165,"David Philippe",2117.2319999999995
SS-20590,"Sonia Sunley",2092.45
JD-16060,"Julia Dunbar",2086.3260000000005
RB-19330,"Randy Bradley",2016.3919999999998
PB-18805,"Patrick Bzostek",2006.2679999999998
AY-10555,"Andy Yotov",1988.056000000001
JD-16015,"Joy Daniels",1927.1499999999992
RB-19570,"Rob Beeghly",1907.2079999999994
VM-21835,"Vivian Mathis",1903.4499999999998
MS-17530,"MaryBeth Skach",1902.6240000000003
BS-11800,"Bryan Spruell",1898.8600000000001
AJ-10960,"Astrea Jones",1887.7440000000004
SS-20515,"Shirley Schmidt",1840.2
HJ-14875,"Heather Jas",1790.5000000000007
BD-11635,"Brian Derr",1747.938
DW-13540,"Don Weiss",1720.4000000000005
MZ-17335,"Maria Zettner",1696.1519999999991
DD-13570,"Dorothy Dickinson",1617.2520000000002
DK-13150,"David Kendrick",1595.6640000000002
JM-15580,"Jill Matthias",1519.74
SW-20755,"Steven Ward",1517.3919999999998
NF-18475,"Neil Französisch",1508.6480000000001
MS-17830,"Melanie Seite",1481.3920000000003
RH-19555,"Ritsa Hightower",1480.764
MH-17440,"Mark Haberlin",1432.5840000000003
CR-12625,"Corey Roper",1427.7
AG-10300,"Aleksandra Gannaway",1397.04
ML-18040,"Michelle Lonsdale",1362.484
AR-10510,"Andrew Roberts",1324.3199999999997
TT-21265,"Tim Taslimi",1318.5000000000002
LH-17020,"Lisa Hazard",1272.956
RR-19315,"Ralph Ritter",1231.864
CD-11980,"Carol Darley",1229.964
JK-15325,"Jason Klamczynski",1151.436
CM-11935,"Carlos Meador",1130.7839999999999
SC-20800,"Stuart Calhoun",1117.024
LS-17230,"Lycoris Saunders",1106.6400000000003
JH-15430,"Jennifer Halladay",1105.54
RB-19645,"Robert Barroso",1105.4200000000005
CS-12460,"Chuck Sachs",1101.2880000000002
EM-14200,"Evan Minnotte",1100.466
BN-11470,"Brad Norvell",1061.184
SM-20905,"Susan MacKendrick",1043.0410000000002
TC-21145,"Theresa Coyne",1038.26
AG-10390,"Allen Goldenen",1004.7249999999998
PL-18925,"Paul Lucas",957.9239999999996
KW-16570,"Kelly Williams",944.6239999999998
GT-14755,"Guy Thornton",905.7439999999995
CM-12445,"Chuck Magee",863.97
JR-15700,"Jocasta Rupert",863.88
LH-16750,"Larry Hughes",862.2779999999999
JC-15385,"Jenna Caffey",859.648
BT-11485,"Brad Thomas",830.392
BF-11080,"Bart Folk",818.8500000000001
HD-14785,"Harold Dahlen",754.08
PH-18790,"Patricia Hirasaki",729.648
SM-20005,"Sally Matthias",699.4019999999997
EM-14065,"Erin Mull",686.9700000000001
BD-11560,"Brendan Dodson",641.08
PT-19090,"Pete Takahito",615.5999999999998
SC-20845,"Sung Chung",561.264
NB-18580,"Nicole Brennan",547.7439999999999
LT-16765,"Larry Tron",511.048
DA-13450,"Dianna Arnett",495.4559999999999
GP-14740,"Guy Phonely",443.6
AG-10765,"Anthony Garverick",411.88800000000003
JJ-15760,"Joel Jenkins",390
CC-12550,"Clay Cheatham",341.496
ML-18265,"Muhammed Lee",324.464
MO-17950,"Michael Oakman",308.576
GH-14665,"Greg Hansen",293.88160000000005
PB-19210,"Phillip Breyer",265.476
KS-16300,"Karen Seio",265.416
BO-11425,"Bobby Odegard",261.66
EL-13735,"Ed Ludwig",248.56
FW-14395,"Fred Wasserman",239.25
JC-15340,"Jasper Cacioppo",202.00500000000002
HH-15010,"Hilary Holden",188.108
AO-10810,"Anthony O'Donnell",161.28
LB-16735,"Larry Blacks",150.56400000000002
SG-20890,"Susan Gilcrest",123.216
BW-11065,"Barry Weirich",121.54400000000001
AS-10135,"Adrian Shami",117.64000000000001
RM-19750,"Roland Murray",98.35
AR-10570,"Anemone Ratner",88.15
RE-19405,"Ricardo Emerson",48.36
RS-19870,"Roy Skaria",44.65599999999999
CJ-11875,"Carl Jackson",16.52
MG-18205,"Mitch Gastineau",12.32
TS-21085,"Thais Sissman",9.666
LD-16855,"Lela Donovan",5.304
