"Customer ID","Customer Name",TotalSales,SalesRank,DenseRank,RowNum
FH-14350,"Fred Harton",9085.136000000011,477,477,477
JG-15805,"John Grady",9042.107999999991,478,478,478
JH-16180,"Justin Hirsh",9025.576000000001,479,479,479
JM-15265,"Janet Molinari",9020.73,480,480,480
KD-16615,"Ken Dana",8974.040000000005,481,481,481
DL-12865,"Dan Lawera",8944.908000000003,482,482,482
CM-12190,"Charlotte Melton",8850.864,483,483,483
CC-12100,"Chad Cunningham",8826.149999999998,484,484,484
PF-19225,"Phillip Flathmann",8824.511999999999,485,485,485
TC-21475,"Tony Chapman",8824.127999999997,486,486,486
NR-18550,"Nick Radford",8737.347999999996,487,487,487
RM-19375,"Raymond Messe",8720.844000000006,488,488,488
MG-18145,"Mike Gockenbach",8671.773000000001,489,489,489
JM-15535,"Jessica Myrick",8667.214999999997,490,490,490
EJ-13720,"Ed Jacobs",8648.696,491,491,491
BW-11200,"Ben Wallace",8631.149999999994,492,492,492
CR-12580,"Clay Rozendal",8595.408,493,493,493
IM-15055,"Ionia McGrath",8545.08,494,494,494
EH-14005,"Erica Hernandez",8536.709999999995,495,495,495
DB-12970,"Darren Budd",8517.681599999998,496,496,496
BP-11155,"Becky Pak",8460.73,497,497,497
DK-12985,"Darren Koutras",8435.199999999997,498,498,498
RA-19945,"Ryan Akin",8434.6125,499,499,499
DW-13585,"Dorothy Wardle",8433.977999999996,500,500,500
DO-13435,"Denny Ordway",8381.180499999999,501,501,501
MO-17800,"Meg O'Connel",8377.938,502,502,502
CM-11815,"Candace McMahon",8369.44,503,503,503
JE-15475,"Jeremy Ellison",8332.091999999993,504,504,504
FG-14260,"Frank Gastineau",8298.863999999996,505,505,505
TG-21640,"Trudy Glocke",8298.644,506,506,506
DP-13000,"Darren Powers",8273.503999999992,507,507,507
JP-15460,"Jennifer Patt",8267.914999999994,508,508,508
LC-17050,"Liz Carlisle",8258.016,509,509,509
CD-11920,"Carlos Daly",8135.872000000002,510,510,510
AZ-10750,"Annie Zypern",8110.089999999998,511,511,511
JE-16165,"Justin Ellison",8091.744000000001,512,512,512
DB-13660,"Duane Benoit",8086.413999999998,513,513,513
MF-18250,"Monica Federle",7876.799999999998,514,514,514
JL-15175,"James Lanier",7857.615000000002,515,515,515
AB-10165,"Alan Barnes",7796.866,516,516,516
TP-21565,"Tracy Poddar",7746.560000000003,517,517,517
NS-18505,"Neola Schneider",7727.589000000001,518,518,518
BV-11245,"Benjamin Venier",7616.364999999997,519,519,519
GD-14590,"Giulietta Dortch",7552.279999999998,520,520,520
ZD-21925,"Zuschuss Donatelli",7469.72,521,521,521
JW-15955,"Joni Wasserman",7464.516,522,522,522
NP-18685,"Nora Pelletier",7372.188,523,523,523
GZ-14545,"George Zrebassa",7363.865999999998,524,524,524
LE-16810,"Laurel Elliston",7347.249999999994,525,525,525
TB-21055,"Ted Butterfield",7339.404999999998,526,526,526
PC-18745,"Pamela Coakley",7328.256000000003,527,527,527
JL-15130,"Jack Lebron",7289.735999999997,528,528,528
AB-10255,"Alejandro Ballentine",7184.672000000005,529,529,529
DF-13135,"David Flashing",7171.602000000001,530,530,530
TH-21235,"Tiffany House",7155.406999999995,531,531,531
AA-10480,"Andrew Allen",7131.488000000001,532,532,532
EB-14170,"Evan Bailliet",7117.955999999998,533,533,533
JG-15115,"Jack Garza",7076.028,534,534,534
DS-13030,"Darrin Sayre",7048.852000000002,535,535,535
MG-17890,"Michael Granlund",6987.455999999998,536,536,536
NG-18430,"Nathan Gelder",6979.689999999997,537,537,537
TB-21595,"Troy Blackwell",6937.795000000003,538,538,538
TZ-21580,"Tracy Zic",6829.143999999996,539,539,539
CW-11905,"Carl Weiss",6819.552,540,540,540
KB-16600,"Ken Brennan",6819.498000000001,541,541,541
DB-13405,"Denny Blanton",6810.191999999996,542,542,542
LM-17065,"Liz MacKendrick",6733.869999999998,543,543,543
CA-12055,"Cathy Armstrong",6718.8960000000025,544,544,544
JH-15910,"Jonathan Howell",6716.3390000000145,545,545,545
DJ-13630,"Doug Jacobs",6712.7959999999985,546,546,546
SJ-20215,"Sarah Jordon",6695.360000000004,547,547,547
EB-13975,"Erica Bern",6573.0199999999995,548,548,548
SP-20545,"Sibella Parks",6530.429999999997,549,549,549
Co-12640,Corey-Lock,6500.38,550,550,550
HR-14770,"Hallie Redmond",6496.440000000004,551,551,551
DW-13195,"David Wiener",6484.505999999998,552,552,552
MC-17575,"Matt Collins",6478.9550000000045,553,553,553
EN-13780,"Edward Nazzal",6414.738,554,554,554
RF-19840,"Roy Französisch",6409.633999999997,555,555,555
DE-13255,"Deanra Eno",6353.856000000002,556,556,556
AH-10195,"Alan Haines",6349.807999999997,557,557,557
BF-11215,"Benjamin Farhat",6340.648000000001,558,558,558
MC-18130,"Mike Caudle",6327.992000000004,559,559,559
SC-20680,"Steve Carroll",6273.199999999997,560,560,560
RH-19600,"Rob Haberlin",6257.219999999997,561,561,561
MG-17875,"Michael Grace",6214.1649999999945,562,562,562
RB-19705,"Roger Barcio",6202.349999999998,563,563,563
AB-10600,"Ann Blume",6063.447999999997,564,564,564
LS-17245,"Lynn Smith",6048.816000000003,565,565,565
BG-11740,"Bruce Geld",6038.1359999999995,566,566,566
DJ-13420,"Denny Joy",6037.5599999999995,567,567,567
MD-17860,"Michael Dominguez",6024.55,568,568,568
LS-17200,"Luke Schmidt",5988.191999999998,569,569,569
LD-17005,"Lisa DeCherney",5885.801999999999,570,570,570
DC-13285,"Debra Catini",5873.090000000004,571,571,571
BN-11515,"Bradley Nguyen",5837.375999999998,572,572,572
AS-10630,"Ann Steele",5833.786000000002,573,573,573
DO-13645,"Doug O'Connell",5833.559999999999,574,574,574
RC-19825,"Roy Collins",5798.454000000003,575,575,575
AG-10525,"Andy Gerbode",5795.768000000001,576,576,576
JW-16075,"Julia West",5714.923999999999,577,577,577
CA-12310,"Christine Abelman",5604.296000000001,578,578,578
DV-13045,"Darrin Van Huff",5597.414999999999,579,579,579
SW-20245,"Scot Wooten",5551.188000000002,580,580,580
JB-16045,"Julia Barnett",5524.9529999999995,581,581,581
MM-18280,"Muhammed MacIntyre",5427.898000000002,582,582,582
DB-13360,"Dennis Bolton",5407.329999999996,583,583,583
SF-20065,"Sandra Flanagan",5344.822,584,584,584
BF-11005,"Barry Franz",5335.520000000001,585,585,585
PO-19195,"Phillina Ober",5284.290000000001,586,586,586
MT-18070,"Michelle Tran",5277.799199999999,587,587,587
MM-17260,"Magdelene Morse",5256.092000000001,588,588,588
EK-13795,"Eileen Kiefer",5213.912000000001,589,589,589
RC-19960,"Ryan Crowe",5101.1519999999955,590,590,590
SV-20815,"Stuart Van",5084.360000000001,591,591,591
ME-18010,"Michelle Ellison",5027.775999999998,592,592,592
MH-17620,"Matt Hagelstein",5011.199999999999,593,593,593
CM-12115,"Chad McGuire",4931.909999999999,594,594,594
TS-21340,"Toby Swindell",4858.67,595,595,595
AB-10150,"Aimee Bixby",4833.5499999999965,596,596,596
CR-12730,"Craig Reiter",4801.650000000001,597,597,597
EH-13945,"Eric Hoffmann",4789.196999999997,598,598,598
JF-15295,"Jason Fortune-",4775.62,599,599,599
SJ-20500,"Shirley Jackson",4761.504000000003,600,600,600
JS-15595,"Jill Stevenson",4726.935999999998,601,601,601
BP-11230,"Benjamin Patterson",4725.96,602,602,602
EB-13930,"Eric Barreto",4722.999999999999,603,603,603
AT-10435,"Alyssa Tate",4687.256000000002,604,604,604
MF-17665,"Maureen Fritzler",4685.195000000002,605,605,605
EH-13990,"Erica Hackney",4681.620000000001,606,606,606
EM-13960,"Eric Murdock",4668.52,607,607,607
CH-12070,"Cathy Hwang",4611.707999999999,608,608,608
KC-16675,"Kimberly Carter",4584.200000000002,609,609,609
EH-14185,"Evan Henry",4550.93,610,610,610
JS-15685,"Jim Sink",4524.256000000001,611,611,611
SC-20575,"Sonia Cooley",4513.639999999999,612,612,612
JB-16000,"Joy Bell-",4508.8315999999995,613,613,613
SS-20875,"Sung Shariari",4416.100000000001,614,614,614
PA-19060,"Pete Armstrong",4376.448000000001,615,615,615
JO-15550,"Jesus Ocampo",4353.432000000001,616,616,616
JM-15655,"Jim Mitchum",4324.7350000000015,617,617,617
JC-16105,"Julie Creighton",4292.88,618,618,618
CS-12490,"Cindy Schnelling",4281.554000000001,619,619,619
MS-17980,"Michael Stewart",4275.579999999999,620,620,620
NL-18310,"Nancy Lomonaco",4254.27,621,621,621
CG-12040,"Catherine Glotzbach",4238.259999999998,622,622,622
VS-21820,"Vivek Sundaresam",4223.923999999998,623,623,623
AR-10345,"Alex Russell",4222.776000000001,624,624,624
CS-12175,"Charles Sheldon",4222.290000000003,625,625,625
PM-18940,"Paul MacIntyre",4216.205999999999,626,626,626
SH-20635,"Stefanie Holloman",4192.784,627,627,627
DH-13675,"Duane Huffman",4172.384,628,628,628
EM-14095,"Eudokia Martin",4164.1680000000015,629,629,629
CR-12820,"Cyra Reiten",4142.497200000001,630,630,630
DM-13525,"Don Miller",4130.376,631,631,631
TB-21355,"Todd Boyes",4110.6799999999985,632,632,632
BF-10975,"Barbara Fisher",4100.656000000003,633,633,633
RE-19450,"Richard Eichhorn",4075.760000000002,634,634,634
BM-11575,"Brendan Murry",4040.8100000000018,635,635,635
MG-17695,"Maureen Gnade",4026.8460000000014,636,636,636
SB-20170,"Sarah Bern",3970.2960000000003,637,637,637
HG-14845,"Harry Greene",3928.1399999999967,638,638,638
RD-19930,"Russell D'Ascenzo",3883.767999999999,639,639,639
BP-11050,"Barry Pond",3844.7200000000016,640,640,640
RP-19270,"Rachel Payne",3818.580800000001,641,641,641
CS-11845,"Cari Sayre",3801.582,642,642,642
LW-17125,"Liz Willingham",3777.12,643,643,643
ER-13855,"Elpida Rittenbach",3737.3640000000005,644,644,644
MO-17500,"Mary O'Rourke",3689.948,645,645,645
BB-10990,"Barry Blumstein",3677.6000000000013,646,646,646
HZ-14950,"Henia Zydlo",3546.0799999999995,647,647,647
JJ-15445,"Jennifer Jackson",3545.889999999999,648,648,648
CS-12130,"Chad Sievert",3538.5599999999995,649,649,649
VT-21700,"Valerie Takahito",3473.191999999998,650,650,650
VG-21790,"Vivek Gonzalez",3471.450000000001,651,651,651
TC-21535,"Tracy Collins",3462.589999999999,652,652,652
CG-12520,"Claire Gute",3446.3400000000006,653,653,653
AF-10885,"Art Foster",3446.2600000000016,654,654,654
AS-10240,"Alan Shonely",3445.439999999999,655,655,655
AG-10330,"Alex Grayson",3304.8600000000015,656,656,656
BK-11260,"Berenike Kampe",3295.6900000000005,657,657,657
TM-21490,"Tony Molinari",3284.0340000000006,658,658,658
VF-21715,"Vicky Freymann",3279.1360000000022,659,659,659
TB-21190,"Thomas Brumley",3264.6960000000013,660,660,660
AM-10360,"Alice McCarthy",3256.0479999999993,661,661,661
TR-21325,"Toby Ritter",3225.36,662,662,662
LO-17170,"Lori Olson",3221.7500000000014,663,663,663
MC-17635,"Matthew Clasen",3180.6160000000004,664,664,664
JH-15820,"John Huston",3173.4600000000005,665,665,665
MK-18160,"Mike Kennedy",3094.8059999999996,666,666,666
SW-20350,"Sean Wendt",3057.1319999999996,667,667,667
ST-20530,"Shui Tom",3033.379999999997,668,668,668
Dl-13600,"Dorris liebe",3022.4080000000013,669,669,669
VP-21730,"Victor Preis",2981.705999999999,670,670,670
IG-15085,"Ivan Gibson",2978.296,671,671,671
HM-14980,"Henry MacAllister",2945.1040000000003,672,672,672
RK-19300,"Ralph Kennedy",2896.000000000001,673,673,673
PK-18910,"Paul Knutson",2882.3040000000005,674,674,674
NK-18490,"Neil Knudson",2860.2400000000002,675,675,675
PB-19105,"Peter Bühler",2753.2959999999994,676,676,676
KB-16405,"Katrina Bavinger",2726.4629999999993,677,677,677
GH-14485,"Gene Hale",2722.4880000000007,678,678,678
JB-15925,"Joni Blumstein",2701.656,679,679,679
CS-11860,"Cari Schnelling",2688.1599999999976,680,680,680
AC-10420,"Alyssa Crouse",2674.6800000000003,681,681,681
AB-10015,"Aaron Bergman",2658.4680000000003,682,682,682
HE-14800,"Harold Engle",2650.596000000001,683,683,683
SK-19990,"Sally Knutson",2650.227,684,684,684
BD-11770,"Bryan Davis",2633.8639999999996,685,685,685
AC-10660,"Anna Chung",2629.2640000000015,686,686,686
AW-10840,"Anthony Witt",2597.504000000001,687,687,687
GR-14560,"Georgia Rosenberg",2568.76,688,688,688
MR-17545,"Mathew Reese",2556.7119999999995,689,689,689
BT-11440,"Bobby Trafton",2415.5040000000004,690,690,690
BF-11275,"Beth Fritzler",2375.9699999999993,691,691,691
JS-15940,"Joni Sundaresam",2345.845,692,692,692
DL-13330,"Denise Leinenbach",2340.08,693,693,693
JR-15670,"Jim Radford",2313.316,694,694,694
EC-14050,"Erin Creighton",2309.569999999999,695,695,695
LP-17080,"Liz Pelletier",2269.8179999999998,696,696,696
KM-16660,"Khloe Miller",2267.69,697,697,697
AH-10585,"Angele Hood",2215.512,698,698,698
CD-12280,"Christina DeMoss",2208.368,699,699,699
CL-11890,"Carl Ludwig",2196.8599999999997,700,700,700
VG-21805,"Vivek Grady",2136.8600000000006,701,701,701
PC-19000,"Pauline Chand",2122.976,702,702,702
DP-13165,"David Philippe",2117.2319999999995,703,703,703
SS-20590,"Sonia Sunley",2092.45,704,704,704
JD-16060,"Julia Dunbar",2086.3260000000005,705,705,705
RB-19330,"Randy Bradley",2016.3919999999998,706,706,706
PB-18805,"Patrick Bzostek",2006.2679999999998,707,707,707
AY-10555,"Andy Yotov",1988.056000000001,708,708,708
JD-16015,"Joy Daniels",1927.1499999999992,709,709,709
RB-19570,"Rob Beeghly",1907.2079999999994,710,710,710
VM-21835,"Vivian Mathis",1903.4499999999998,711,711,711
MS-17530,"MaryBeth Skach",1902.6240000000003,712,712,712
BS-11800,"Bryan Spruell",1898.8600000000001,713,713,713
AJ-10960,"Astrea Jones",1887.7440000000004,714,714,714
SS-20515,"Shirley Schmidt",1840.2,715,715,715
HJ-14875,"Heather Jas",1790.5000000000007,716,716,716
BD-11635,"Brian Derr",1747.938,717,717,717
DW-13540,"Don Weiss",1720.4000000000005,718,718,718
MZ-17335,"Maria Zettner",1696.1519999999991,719,719,719
DD-13570,"Dorothy Dickinson",1617.2520000000002,720,720,720
DK-13150,"David Kendrick",1595.6640000000002,721,721,721
JM-15580,"Jill Matthias",1519.74,722,722,722
SW-20755,"Steven Ward",1517.3919999999998,723,723,723
NF-18475,"Neil Französisch",1508.6480000000001,724,724,724
MS-17830,"Melanie Seite",1481.3920000000003,725,725,725
RH-19555,"Ritsa Hightower",1480.764,726,726,726
MH-17440,"Mark Haberlin",1432.5840000000003,727,727,727
CR-12625,"Corey Roper",1427.7,728,728,728
AG-10300,"Aleksandra Gannaway",1397.04,729,729,729
ML-18040,"Michelle Lonsdale",1362.484,730,730,730
AR-10510,"Andrew Roberts",1324.3199999999997,731,731,731
TT-21265,"Tim Taslimi",1318.5000000000002,732,732,732
LH-17020,"Lisa Hazard",1272.956,733,733,733
RR-19315,"Ralph Ritter",1231.864,734,734,734
CD-11980,"Carol Darley",1229.964,735,735,735
JK-15325,"Jason Klamczynski",1151.436,736,736,736
CM-11935,"Carlos Meador",1130.7839999999999,737,737,737
SC-20800,"Stuart Calhoun",1117.024,738,738,738
LS-17230,"Lycoris Saunders",1106.6400000000003,739,739,739
JH-15430,"Jennifer Halladay",1105.54,740,740,740
RB-19645,"Robert Barroso",1105.4200000000005,741,741,741
CS-12460,"Chuck Sachs",1101.2880000000002,742,742,742
EM-14200,"Evan Minnotte",1100.466,743,743,743
BN-11470,"Brad Norvell",1061.184,744,744,744
SM-20905,"Susan MacKendrick",1043.0410000000002,745,745,745
TC-21145,"Theresa Coyne",1038.26,746,746,746
AG-10390,"Allen Goldenen",1004.7249999999998,747,747,747
PL-18925,"Paul Lucas",957.9239999999996,748,748,748
KW-16570,"Kelly Williams",944.6239999999998,749,749,749
GT-14755,"Guy Thornton",905.7439999999995,750,750,750
CM-12445,"Chuck Magee",863.97,751,751,751
JR-15700,"Jocasta Rupert",863.88,752,752,752
LH-16750,"Larry Hughes",862.2779999999999,753,753,753
JC-15385,"Jenna Caffey",859.648,754,754,754
BT-11485,"Brad Thomas",830.392,755,755,755
BF-11080,"Bart Folk",818.8500000000001,756,756,756
HD-14785,"Harold Dahlen",754.08,757,757,757
PH-18790,"Patricia Hirasaki",729.648,758,758,758
SM-20005,"Sally Matthias",699.4019999999997,759,759,759
EM-14065,"Erin Mull",686.9700000000001,760,760,760
BD-11560,"Brendan Dodson",641.08,761,761,761
PT-19090,"Pete Takahito",615.5999999999998,762,762,762
SC-20845,"Sung Chung",561.264,763,763,763
NB-18580,"Nicole Brennan",547.7439999999999,764,764,764
LT-16765,"Larry Tron",511.048,765,765,765
DA-13450,"Dianna Arnett",495.4559999999999,766,766,766
GP-14740,"Guy Phonely",443.6,767,767,767
AG-10765,"Anthony Garverick",411.88800000000003,768,768,768
JJ-15760,"Joel Jenkins",390,769,769,769
CC-12550,"Clay Cheatham",341.496,770,770,770
ML-18265,"Muhammed Lee",324.464,771,771,771
MO-17950,"Michael Oakman",308.576,772,772,772
GH-14665,"Greg Hansen",293.88160000000005,773,773,773
PB-19210,"Phillip Breyer",265.476,774,774,774
KS-16300,"Karen Seio",265.416,775,775,775
BO-11425,"Bobby Odegard",261.66,776,776,776
EL-13735,"Ed Ludwig",248.56,777,777,777
FW-14395,"Fred Wasserman",239.25,778,778,778
JC-15340,"Jasper Cacioppo",202.00500000000002,779,779,779
HH-15010,"Hilary Holden",188.108,780,780,780
AO-10810,"Anthony O'Donnell",161.28,781,781,781
LB-16735,"Larry Blacks",150.56400000000002,782,782,782
SG-20890,"Susan Gilcrest",123.216,783,783,783
BW-11065,"Barry Weirich",121.54400000000001,784,784,784
AS-10135,"Adrian Shami",117.64000000000001,785,785,785
RM-19750,"Roland Murray",98.35,786,786,786
AR-10570,"Anemone Ratner",88.15,787,787,787
RE-19405,"Ricardo Emerson",48.36,788,788,788
RS-19870,"Roy Skaria",44.65599999999999,789,789,789
CJ-11875,"Carl Jackson",16.52,790,790,790
MG-18205,"Mitch Gastineau",12.32,791,791,791
TS-21085,"Thais Sissman",9.666,792,792,792
LD-16855,"Lela Donovan",5.304,793,793,793
